"code", "description"
"851.92","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness"
"851.93","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"851.94","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"851.95","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"851.96","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
"851.99","Cerebral laceration and contusion; Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified"
"852","Subarachnoid, subdural, and extradural hemorrhage, following injury"
"852.0","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound"
"852.00","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"852.01","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"852.02","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.03","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.04","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.05","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.06","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"852.09","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"852.1","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound"
"852.10","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"852.11","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"852.12","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.13","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.14","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.15","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.16","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"852.19","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"852.2","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound"
"852.20","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"852.21","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"852.22","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.23","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.24","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.25","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.26","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"852.29","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"852.3","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound"
"852.30","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"852.31","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"852.32","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.33","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.34","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.35","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.36","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"852.39","Subarachnoid, subdural, and extradural hemorrhage, following injury; Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"852.4","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound"
"852.40","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"852.41","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"852.42","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.43","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.44","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.45","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.46","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"852.49","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"852.5","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound"
"852.50","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"852.51","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"852.52","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"852.53","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"852.54","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"852.55","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"852.56","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"852.59","Subarachnoid, subdural, and extradural hemorrhage, following injury; Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"853","Other and unspecified intracranial hemorrhage following injury"
"853.0","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound"
"853.00","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, unspecified state of consciousness"
"853.01","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with no loss of consciousness"
"853.02","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"853.03","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"853.04","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"853.05","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"853.06","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"853.09","Other and unspecified intracranial hemorrhage following injury; Without mention of open intracranial wound, with concussion, unspecified"
"853.1","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound"
"853.10","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, unspecified state of consciousness"
"853.11","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with no loss of consciousness"
"853.12","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with brief [less than one hour] loss of consciousness"
"853.13","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"853.14","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"853.15","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"853.16","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with loss of consciousness of unspecified duration"
"853.19","Other and unspecified intracranial hemorrhage following injury; With open intracranial wound, with concussion, unspecified"
"854","Intracranial injury of other and unspecified nature"
"854.0","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound"
"854.00","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, unspecified state of consciousness"
"854.01","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with no loss of consciousness"
"854.02","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"854.03","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"854.04","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"854.05","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"854.06","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"854.09","Intracranial injury of other and unspecified nature; Without mention of open intracranial wound, with concussion, unspecified"
"854.1","Intracranial injury of other and unspecified nature; With open intracranial wound"
"854.10","Intracranial injury of other and unspecified nature; With open intracranial wound, unspecified state of consciousness"
"854.11","Intracranial injury of other and unspecified nature; With open intracranial wound, with no loss of consciousness"
"854.12","Intracranial injury of other and unspecified nature; With open intracranial wound, with brief [less than one hour] loss of consciousness"
"854.13","Intracranial injury of other and unspecified nature; With open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"854.14","Intracranial injury of other and unspecified nature; With open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"854.15","Intracranial injury of other and unspecified nature; With open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"854.16","Intracranial injury of other and unspecified nature; With open intracranial wound, with loss of consciousness of unspecified duration"
"854.19","Intracranial injury of other and unspecified nature; With open intracranial wound, with concussion, unspecified"
"860","Traumatic pneumothorax and hemothorax"
"860.0","Traumatic pneumothorax and hemothorax; Pneumothorax without mention of open wound into thorax"
"860.1","Traumatic pneumothorax and hemothorax; Pneumothorax with open wound into thorax"
"860.2","Traumatic pneumothorax and hemothorax; Hemothorax without mention of open wound into thorax"
"860.3","Traumatic pneumothorax and hemothorax; Hemothorax with open wound into thorax"
"860.4","Traumatic pneumothorax and hemothorax; Pneumohemothorax without mention of open wound into thorax"
"860.5","Traumatic pneumothorax and hemothorax; Pneumohemothorax with open wound into thorax"
"861","Injury to heart and lung"
"861.0","Injury to heart and lung; Heart, without mention of open wound into thorax"
"861.00","Injury to heart and lung; Unspecified injury"
"861.01","Injury to heart and lung; Contusion"
"861.02","Injury to heart and lung; Laceration without penetration of heart chambers"
"861.03","Injury to heart and lung; Laceration with penetration of heart chambers"
"861.1","Injury to heart and lung; Heart, with open wound into thorax"
"861.10","Injury to heart and lung; Unspecified injury"
"861.11","Injury to heart and lung; Contusion"
"861.12","Injury to heart and lung; Laceration without penetration of heart chambers"
"861.13","Injury to heart and lung; Laceration with penetration of heart chambers"
"861.2","Injury to heart and lung; Lung, without mention of open wound into thorax"
"861.20","Injury to heart and lung; Unspecified injury"
"861.21","Injury to heart and lung; Contusion"
"861.22","Injury to heart and lung; Laceration"
"861.3","Injury to heart and lung; Lung, with open wound into thorax"
"861.30","Injury to heart and lung; Unspecified injury"
"861.31","Injury to heart and lung; Contusion"
"861.32","Injury to heart and lung; Laceration"
"862","Injury to other and unspecified intrathoracic organs"
"862.0","Injury to other and unspecified intrathoracic organs; Diaphragm, without mention of open wound into cavity"
"862.1","Injury to other and unspecified intrathoracic organs; Diaphragm, with open wound into cavity"
"862.2","Injury to other and unspecified intrathoracic organs; Other specified intrathoracic organs, without mention of open wound into cavity"
"862.21","Injury to other and unspecified intrathoracic organs; Bronchus"
"862.22","Injury to other and unspecified intrathoracic organs; Esophagus"
"862.29","Injury to other and unspecified intrathoracic organs; Other"
"862.3","Injury to other and unspecified intrathoracic organs; Other specified intrathoracic organs, with open wound into cavity"
"862.31","Injury to other and unspecified intrathoracic organs; Bronchus"
"862.32","Injury to other and unspecified intrathoracic organs; Esophagus"
"862.39","Injury to other and unspecified intrathoracic organs; Other"
"862.8","Injury to other and unspecified intrathoracic organs; Multiple and unspecified intrathoracic organs, without mention of open wound into cavity"
"862.9","Injury to other and unspecified intrathoracic organs; Multiple and unspecified intrathoracic organs, with open wound into cavity"
"863","Injury to gastrointestinal tract"
"863.0","Injury to gastrointestinal tract; Stomach, without mention of open wound into cavity"
"863.1","Injury to gastrointestinal tract; Stomach, with open wound into cavity"
"863.2","Injury to gastrointestinal tract; Small intestine, without mention of open wound into cavity"
"863.20","Injury to gastrointestinal tract; Small intestine, unspecified site"
"863.21","Injury to gastrointestinal tract; Duodenum"
"863.29","Injury to gastrointestinal tract; Other"
"863.3","Injury to gastrointestinal tract; Small intestine, with open wound into cavity"
"863.30","Injury to gastrointestinal tract; Small intestine, unspecified site"
"863.31","Injury to gastrointestinal tract; Duodenum"
"863.39","Injury to gastrointestinal tract; Other"
"863.4","Injury to gastrointestinal tract; Colon or rectum, without mention of open wound into cavity"
"863.40","Injury to gastrointestinal tract; Colon, unspecified site"
"863.41","Injury to gastrointestinal tract; Ascending [right] colon"
"863.42","Injury to gastrointestinal tract; Transverse colon"
"863.43","Injury to gastrointestinal tract; Descending [left] colon"
"863.44","Injury to gastrointestinal tract; Sigmoid colon"
"863.45","Injury to gastrointestinal tract; Rectum"
"863.46","Injury to gastrointestinal tract; Multiple sites in colon and rectum"
"863.49","Injury to gastrointestinal tract; Other"
"863.5","Injury to gastrointestinal tract; Colon or rectum, with open wound into cavity"
"863.50","Injury to gastrointestinal tract; Colon, unspecified site"
"863.51","Injury to gastrointestinal tract; Ascending [right] colon"
"863.52","Injury to gastrointestinal tract; Transverse colon"
"863.53","Injury to gastrointestinal tract; Descending [left] colon"
"863.54","Injury to gastrointestinal tract; Sigmoid colon"
"863.55","Injury to gastrointestinal tract; Rectum"
"863.56","Injury to gastrointestinal tract; Multiple sites in colon and rectum"
"863.59","Injury to gastrointestinal tract; Other"
"863.8","Injury to gastrointestinal tract; Other and unspecified gastrointestinal sites, without mention of open wound into cavity"
"863.80","Injury to gastrointestinal tract; Gastrointestinal tract, unspecified site"
"863.81","Injury to gastrointestinal tract; Pancreas, head"
"863.82","Injury to gastrointestinal tract; Pancreas, body"
"863.83","Injury to gastrointestinal tract; Pancreas, tail"
"863.84","Injury to gastrointestinal tract; Pancreas, multiple and unspecified sites"
"863.85","Injury to gastrointestinal tract; Appendix"
"863.89","Injury to gastrointestinal tract; Other"
"863.9","Injury to gastrointestinal tract; Other and unspecified gastrointestinal sites, with open wound into cavity"
"863.90","Injury to gastrointestinal tract; Gastrointestinal tract, unspecified site"
"863.91","Injury to gastrointestinal tract; Pancreas, head"
"863.92","Injury to gastrointestinal tract; Pancreas, body"
"863.93","Injury to gastrointestinal tract; Pancreas, tail"
"863.94","Injury to gastrointestinal tract; Pancreas, multiple and unspecified sites"
"863.95","Injury to gastrointestinal tract; Appendix"
"863.99","Injury to gastrointestinal tract; Other"
"864","Injury to liver"
"864.0","Injury to liver; Without mention of open wound into cavity"
"864.00","Injury to liver; Without mention of open wound into cavity, unspecified injury"
"864.01","Injury to liver; Without mention of open wound into cavity, hematoma and contusion"
"864.02","Injury to liver; Without mention of open wound into cavity, laceration, minor"
"864.03","Injury to liver; Without mention of open wound into cavity, laceration, moderate"
"864.04","Injury to liver; Without mention of open wound into cavity, laceration, major"
"864.05","Injury to liver; Without mention of open wound into cavity, laceration, unspecified"
"864.09","Injury to liver; Without mention of open wound into cavity, other"
"864.1","Injury to liver; With open wound into cavity"
"864.10","Injury to liver; With open wound into cavity, unspecified injury"
"864.11","Injury to liver; With open wound into cavity, hematoma and contusion"
"864.12","Injury to liver; With open wound into cavity, laceration, minor"
"864.13","Injury to liver; With open wound into cavity, laceration, moderate"
"864.14","Injury to liver; With open wound into cavity, laceration, major"
"864.15","Injury to liver; With open wound into cavity, laceration, unspecified"
"864.19","Injury to liver; With open wound into cavity, other"
"865","Injury to spleen"
"865.0","Injury to spleen; Without mention of open wound into cavity"
"865.00","Injury to spleen; Without mention of open wound into cavity, unspecified injury"
"865.01","Injury to spleen; Without mention of open wound into cavity, hematoma without rupture of capsule"
"865.02","Injury to spleen; Without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
"865.03","Injury to spleen; Without mention of open wound into cavity, laceration extending into parenchyma"
"865.04","Injury to spleen; Without mention of open wound into cavity, massive parenchymal disruption"
"865.09","Injury to spleen; Without mention of open wound into cavity, other"
"865.1","Injury to spleen; With open wound into cavity"
"865.10","Injury to spleen; With open wound into cavity, unspecified injury"
"865.11","Injury to spleen; With open wound into cavity, hematoma without rupture of capsule"
"865.12","Injury to spleen; With open wound into cavity, capsular tears, without major disruption of parenchyma"
"865.13","Injury to spleen; With open wound into cavity, laceration extending into parenchyma"
"865.14","Injury to spleen; With open wound into cavity, massive parenchymal disruption"
"865.19","Injury to spleen; With open wound into cavity, other"
"866","Injury to kidney"
"866.0","Injury to kidney; Without mention of open wound into cavity"
"866.00","Injury to kidney; Without mention of open wound into cavity, unspecified injury"
"866.01","Injury to kidney; Without mention of open wound into cavity, hematoma without rupture of capsule"
"866.02","Injury to kidney; Without mention of open wound into cavity, laceration"
"866.03","Injury to kidney; Without mention of open wound into cavity, complete disruption of kidney parenchyma"
"866.1","Injury to kidney; With open wound into cavity"
"866.10","Injury to kidney; With open wound into cavity, unspecified injury"
"866.11","Injury to kidney; With open wound into cavity, hematoma without rupture of capsule"
"866.12","Injury to kidney; With open wound into cavity, laceration"
"866.13","Injury to kidney; With open wound into cavity, complete disruption of kidney parenchyma"
"867","Injury to pelvic organs"
"867.0","Injury to pelvic organs; Bladder and urethra, without mention of open wound into cavity"
"867.1","Injury to pelvic organs; Bladder and urethra, with open wound into cavity"
"867.2","Injury to pelvic organs; Ureter, without mention of open wound into cavity"
"867.3","Injury to pelvic organs; Ureter, with open wound into cavity"
"867.4","Injury to pelvic organs; Uterus, without mention of open wound into cavity"
"867.5","Injury to pelvic organs; Uterus, with open wound into cavity"
"867.6","Injury to pelvic organs; Other specified pelvic organs, without mention of open wound into cavity"
"867.7","Injury to pelvic organs; Other specified pelvic organs, with open wound into cavity"
"867.8","Injury to pelvic organs; Unspecified pelvic organ, without mention of open wound into cavity"
"867.9","Injury to pelvic organs; Unspecified pelvic organ, with open wound into cavity"
"868","Injury to other intra-abdominal organs"
"868.0","Injury to other intra-abdominal organs; Without mention of open wound into cavity"
"868.00","Injury to other intra-abdominal organs; Without mention of open wound into cavity, unspecified intra-abdominal organ"
"868.01","Injury to other intra-abdominal organs; Without mention of open wound into cavity, adrenal gland"
"868.02","Injury to other intra-abdominal organs; Without mention of open wound into cavity, bile duct and gallbladder"
"868.03","Injury to other intra-abdominal organs; Without mention of open wound into cavity, peritoneum"
"868.04","Injury to other intra-abdominal organs; Without mention of open wound into cavity, retroperitoneum"
"868.09","Injury to other intra-abdominal organs; Without mention of open wound into cavity, other and multiple intra-abdominal organs"
"868.1","Injury to other intra-abdominal organs; With open wound into cavity"
"868.10","Injury to other intra-abdominal organs; With open wound into cavity, unspecified intra-abdominal organ"
"868.11","Injury to other intra-abdominal organs; With open wound into cavity, adrenal gland"
"868.12","Injury to other intra-abdominal organs; With open wound into cavity, bile duct and gallbladder"
"868.13","Injury to other intra-abdominal organs; With open wound into cavity, peritoneum"
"868.14","Injury to other intra-abdominal organs; With open wound into cavity, retroperitoneum"
"868.19","Injury to other intra-abdominal organs; With open wound into cavity, other and multiple intra-abdominal organs"
"869","Internal injury to unspecified or ill-defined organs"
"869.0","Internal injury to unspecified or ill-defined organs; Without mention of open wound into cavity"
"869.1","Internal injury to unspecified or ill-defined organs; With open wound into cavity"
"870","Open wound of ocular adnexa"
"870.0","Open wound of ocular adnexa; Laceration of skin of eyelid and periocular area"
"870.1","Open wound of ocular adnexa; Laceration of eyelid, full-thickness, not involving lacrimal passages"
"870.2","Open wound of ocular adnexa; Laceration of eyelid involving lacrimal passages"
"870.3","Open wound of ocular adnexa; Penetrating wound of orbit, without mention of foreign body"
"870.4","Open wound of ocular adnexa; Penetrating wound of orbit with foreign body"
"870.8","Open wound of ocular adnexa; Other specified open wounds of ocular adnexa"
"870.9","Open wound of ocular adnexa; Unspecified open wound of ocular adnexa"
"871","Open wound of eyeball"
"871.0","Open wound of eyeball; Ocular laceration without prolapse of intraocular tissue"
"871.1","Open wound of eyeball; Ocular laceration with prolapse or exposure of intraocular tissue"
"871.2","Open wound of eyeball; Rupture of eye with partial loss of intraocular tissue"
"871.3","Open wound of eyeball; Avulsion of eye"
"871.4","Open wound of eyeball; Unspecified laceration of eye"
"871.5","Open wound of eyeball; Penetration of eyeball with magnetic foreign body"
"871.6","Open wound of eyeball; Penetration of eyeball with (nonmagnetic) foreign body"
"871.7","Open wound of eyeball; Unspecified ocular penetration"
"871.9","Open wound of eyeball; Unspecified open wound of eyeball"
"872","Open wound of ear"
"872.0","Open wound of ear; External ear, without mention of complication"
"872.00","Open wound of ear; External ear, unspecified site"
"872.01","Open wound of ear; Auricle, ear"
"872.02","Open wound of ear; Auditory canal"
"872.1","Open wound of ear; External ear, complicated"
"872.10","Open wound of ear; External ear, unspecified site"
"872.11","Open wound of ear; Auricle, ear"
"872.12","Open wound of ear; Auditory canal"
"872.6","Open wound of ear; Other specified parts of ear, without mention of complication"
"872.61","Open wound of ear; Ear drum"
"872.62","Open wound of ear; Ossicles"
"872.63","Open wound of ear; Eustachian tube"
"872.64","Open wound of ear; Cochlea"
"872.69","Open wound of ear; Other and multiple sites"
"872.7","Open wound of ear; Other specified parts of ear, complicated"
"872.71","Open wound of ear; Ear drum"
"872.72","Open wound of ear; Ossicles"
"872.73","Open wound of ear; Eustachian tube"
"872.74","Open wound of ear; Cochlea"
"872.79","Open wound of ear; Other and multiple sites"
"872.8","Open wound of ear; Ear, part unspecified, without mention of complication"
"872.9","Open wound of ear; Ear, part unspecified, complicated"
"873","Other open wound of head"
"873.0","Other open wound of head; Scalp, without mention of complication"
"873.1","Other open wound of head; Scalp, complicated"
"873.2","Other open wound of head; Nose, without mention of complication"
"873.20","Other open wound of head; Nose, unspecified site"
"873.21","Other open wound of head; Nasal septum"
"873.22","Other open wound of head; Nasal cavity"
"873.23","Other open wound of head; Nasal sinus"
"873.29","Other open wound of head; Multiple sites"
"873.3","Other open wound of head; Nose, complicated"
"873.30","Other open wound of head; Nose, unspecified site"
"873.31","Other open wound of head; Nasal septum"
"873.32","Other open wound of head; Nasal cavity"
"873.33","Other open wound of head; Nasal sinus"
"873.39","Other open wound of head; Multiple sites"
"873.4","Other open wound of head; Face, without mention of complication"
"873.40","Other open wound of head; Face, unspecified site"
"873.41","Other open wound of head; Cheek"
"873.42","Other open wound of head; Forehead"
"873.43","Other open wound of head; Lip"
"873.44","Other open wound of head; Jaw"
"873.49","Other open wound of head; Other and multiple sites"
"873.5","Other open wound of head; Face, complicated"
"873.50","Other open wound of head; Face, unspecified site"
"873.51","Other open wound of head; Cheek"
"873.52","Other open wound of head; Forehead"
"873.53","Other open wound of head; Lip"
"873.54","Other open wound of head; Jaw"
"873.59","Other open wound of head; Other and multiple sites"
"873.6","Other open wound of head; Internal structures of mouth, without mention of complication"
"873.60","Other open wound of head; Mouth, unspecified site"
"873.61","Other open wound of head; Buccal mucosa"
"873.62","Other open wound of head; Gum (alveolar process)"
"873.63","Other open wound of head; Tooth (broken) (fractured) (due to trauma)"
"873.64","Other open wound of head; Tongue and floor of mouth"
"873.65","Other open wound of head; Palate"
"873.69","Other open wound of head; Other and multiple sites"
"873.7","Other open wound of head; Internal structures of mouth, complicated"
"873.70","Other open wound of head; Mouth, unspecified site"
"873.71","Other open wound of head; Buccal mucosa"
"873.72","Other open wound of head; Gum (alveolar process)"
"873.73","Other open wound of head; Tooth (broken) (fractured) (due to trauma)"
"873.74","Other open wound of head; Tongue and floor of mouth"
"873.75","Other open wound of head; Palate"
"873.79","Other open wound of head; Other and multiple sites"
"873.8","Other open wound of head; Other and unspecified open wound of head without mention of complication"
"873.9","Other open wound of head; Other and unspecified open wound of head, complicated"
"874","Open wound of neck"
"874.0","Open wound of neck; Larynx and trachea, without mention of complication"
"874.00","Open wound of neck; Larynx with trachea"
"874.01","Open wound of neck; Larynx"
"874.02","Open wound of neck; Trachea"
"874.1","Open wound of neck; Larynx and trachea, complicated"
"874.10","Open wound of neck; Larynx with trachea"
"874.11","Open wound of neck; Larynx"
"874.12","Open wound of neck; Trachea"
"874.2","Open wound of neck; Thyroid gland, without mention of complication"
"874.3","Open wound of neck; Thyroid gland, complicated"
"874.4","Open wound of neck; Pharynx, without mention of complication"
"874.5","Open wound of neck; Pharynx, complicated"
"874.8","Open wound of neck; Other and unspecified parts, without mention of complication"
"874.9","Open wound of neck; Other and unspecified parts, complicated"
"875","Open wound of chest (wall)"
